uuid,unitsSold,unitPrice,unitCost,totalRevenue,totalCost,totalProfit
713198363,99,668.27,502.54,66158.73,49751.46,16407.27
929018342,6027,668.27,502.54,4027663.29,3028808.58,998854.71
510226809,6306,651.21,524.96,4106530.26,3310397.76,796132.5
817810094,7035,9.33,6.92,65636.55,48682.2,16954.35
583067023,1344,668.27,502.54,898154.88,675413.76,222741.12
857608926,4394,109.28,35.84,480176.32,157480.96,322695.36
963359630,8377,255.28,159.42,2138480.56,1335461.34,803019.22
742555463,7518,154.06,90.93,1158223.08,683611.74,474611.34
107745254,3070,255.28,159.42,783709.6,489419.4,294290.2
391790330,8320,152.58,97.44,1269465.6,810700.8,458764.8
297864520,3586,255.28,159.42,915434.08,571680.12,343753.96
849454152,1215,205.7,117.11,249925.5,142288.65,107636.85
440358054,589,47.45,31.79,27948.05,18724.31,9223.74
684687554,3117,9.33,6.92,29081.61,21569.64,7511.97
566866481,7244,668.27,502.54,4840947.88,3640399.76,1200548.12
491631162,3441,668.27,502.54,2299517.07,1729240.14,570276.93
934030425,9214,109.28,35.84,1006905.92,330229.76,676676.16
189425599,4099,437.2,263.33,1792082.8,1079389.67,712693.13
223490512,4664,154.06,90.93,718535.84,424097.52,294438.32
822211492,9507,651.21,524.96,6191053.47,4990794.72,1200258.75
941887366,4257,81.73,56.67,347924.61,241244.19,106680.42
959129464,6577,152.58,97.44,1003518.66,640862.88,362655.78
420861613,1159,437.2,263.33,506714.8,305199.47,201515.33
294320142,4725,421.89,364.69,1993430.25,1723160.25,270270
717053878,1032,668.27,502.54,689654.64,518621.28,171033.36
546924149,5865,154.06,90.93,903561.9,533304.45,370257.45
512104785,2041,154.06,90.93,314436.46,185588.13,128848.33
961082112,4409,205.7,117.11,906931.3,516337.99,390593.31
512654960,4850,9.33,6.92,45250.5,33562,11688.5
105934655,7273,205.7,117.11,1496056.1,851741.03,644315.07
750345027,2623,437.2,263.33,1146775.6,690714.59,456061.01
375622403,3871,421.89,364.69,1633136.19,1411714.99,221421.2
581815612,1024,421.89,364.69,432015.36,373442.56,58572.8
789285981,6116,9.33,6.92,57062.28,42322.72,14739.56
488707339,8217,109.28,35.84,897953.76,294497.28,603456.48
591066014,8423,47.45,31.79,399671.35,267767.17,131904.18
277660834,4866,109.28,35.84,531756.48,174397.44,357359.04
150103127,7706,47.45,31.79,365649.7,244973.74,120675.96
880316722,4135,154.06,90.93,637038.1,375995.55,261042.55
960537946,3378,421.89,364.69,1425144.42,1231922.82,193221.6
753315627,1689,205.7,117.11,347427.3,197798.79,149628.51
241511094,7355,651.21,524.96,4789649.55,3861080.8,928568.75
378298175,5691,437.2,263.33,2488105.2,1498611.03,989494.17
837163197,4049,421.89,364.69,1708232.61,1476629.81,231602.8
461904990,6806,109.28,35.84,743759.68,243927.04,499832.64
416634881,375,255.28,159.42,95730,59782.5,35947.5
135776698,8197,421.89,364.69,3458232.33,2989363.93,468868.4
474066770,5747,437.2,263.33,2512588.4,1513357.51,999230.89
556553924,5529,255.28,159.42,1411443.12,881433.18,530009.94
928599488,2079,152.58,97.44,317213.82,202577.76,114636.06
405877292,6965,421.89,364.69,2938463.85,2540065.85,398398
124373662,3785,668.27,502.54,2529401.95,1902113.9,627288.05
390387427,3170,205.7,117.11,652069,371238.7,280830.3
230529916,7780,205.7,117.11,1600346,911115.8,689230.2
541724956,7308,651.21,524.96,4759042.68,3836407.68,922635
941208875,3477,9.33,6.92,32440.41,24060.84,8379.57
216530501,5042,437.2,263.33,2204362.4,1327709.86,876652.54
375551164,2790,205.7,117.11,573903,326736.9,247166.1
796444690,4537,421.89,364.69,1914114.93,1654598.53,259516.4
477697408,133,437.2,263.33,58147.6,35022.89,23124.71
288108146,6458,651.21,524.96,4205514.18,3390191.68,815322.5
716788232,2421,255.28,159.42,618032.88,385955.82,232077.06
523161494,3967,152.58,97.44,605284.86,386544.48,218740.38
786964261,9068,668.27,502.54,6059872.36,4557032.72,1502839.64
858245360,2729,437.2,263.33,1193118.8,718627.57,474491.23
607366120,1987,255.28,159.42,507241.36,316767.54,190473.82
875000369,909,109.28,35.84,99335.52,32578.56,66756.96
322134435,5593,152.58,97.44,853379.94,544981.92,308398.02
380067145,9169,81.73,56.67,749382.37,519607.23,229775.14
300409829,6799,651.21,524.96,4427576.79,3569203.04,858373.75
305086314,675,421.89,364.69,284775.75,246165.75,38610
236332929,5020,47.45,31.79,238199,159585.8,78613.2
906698501,1090,47.45,31.79,51720.5,34651.1,17069.4
949044358,2170,154.06,90.93,334310.2,197318.1,136992.1
866544330,8579,437.2,263.33,3750738.8,2259108.07,1491630.73
782684743,2663,9.33,6.92,24845.79,18427.96,6417.83
891264426,3804,154.06,90.93,586044.24,345897.72,240146.52
106394708,3413,205.7,117.11,702054.1,399696.43,302357.67
112499415,9932,205.7,117.11,2043012.4,1163136.52,879875.88
414314877,3834,47.45,31.79,181923.3,121882.86,60040.44
586889922,2625,205.7,117.11,539962.5,307413.75,232548.75
725585877,5840,109.28,35.84,638195.2,209305.6,428889.6
996076571,47,421.89,364.69,19828.83,17140.43,2688.4
284348332,3845,9.33,6.92,35873.85,26607.4,9266.45
246699988,2864,154.06,90.93,441227.84,260423.52,180804.32
359742867,4764,109.28,35.84,520609.92,170741.76,349868.16
170400798,4238,421.89,364.69,1787969.82,1545556.22,242413.6
645910108,8009,651.21,524.96,5215540.89,4204404.64,1011136.25
123819625,9833,651.21,524.96,6403347.93,5161931.68,1241416.25
161990678,5496,437.2,263.33,2402851.2,1447261.68,955589.52
588597095,7815,651.21,524.96,5089206.15,4102562.4,986643.75
852125203,1639,81.73,56.67,133955.47,92882.13,41073.34
471373832,8847,651.21,524.96,5761254.87,4644321.12,1116933.75
385454308,3350,437.2,263.33,1464620,882155.5,582464.5
703790462,6092,154.06,90.93,938533.52,553945.56,384587.96
256118619,46,205.7,117.11,9462.2,5387.06,4075.14
642487609,5216,668.27,502.54,3485696.32,2621248.64,864447.68
383258759,3639,205.7,117.11,748542.3,426163.29,322379.01
769105899,4382,668.27,502.54,2928359.14,2202130.28,726228.86
911015355,8543,255.28,159.42,2180857.04,1361925.06,818931.98
890285956,4253,154.06,90.93,655217.18,386725.29,268491.89
408529031,1673,437.2,263.33,731435.6,440551.09,290884.51
137668406,7996,651.21,524.96,5207075.16,4197580.16,1009495
369940412,2444,668.27,502.54,1633251.88,1228207.76,405044.12
567893874,1272,81.73,56.67,103960.56,72084.24,31876.32
714390122,2767,421.89,364.69,1167369.63,1009097.23,158272.4
862602984,2247,255.28,159.42,573614.16,358216.74,215397.42
686018788,7059,9.33,6.92,65860.47,48848.28,17012.19
828436362,1584,109.28,35.84,173099.52,56770.56,116328.96
653967034,2233,651.21,524.96,1454151.93,1172235.68,281916.25
497034633,2448,421.89,364.69,1032786.72,892761.12,140025.6
312375485,7703,255.28,159.42,1966421.84,1228012.26,738409.58
125038421,502,47.45,31.79,23819.9,15958.58,7861.32
480384767,5382,255.28,159.42,1373916.96,857998.44,515918.52
194088351,3911,9.33,6.92,36489.63,27064.12,9425.51
402135503,9686,205.7,117.11,1992410.2,1134327.46,858082.74
510825049,3339,651.21,524.96,2174390.19,1752841.44,421548.75
446768319,7529,668.27,502.54,5031404.83,3783623.66,1247781.17
206889140,1949,154.06,90.93,300262.94,177222.57,123040.37
308423840,8323,152.58,97.44,1269923.34,810993.12,458930.22
438921248,5406,421.89,364.69,2280737.34,1971514.14,309223.2
806242692,3984,421.89,364.69,1680809.76,1452924.96,227884.8
788561999,1874,205.7,117.11,385481.8,219464.14,166017.66
284365499,8925,9.33,6.92,83270.25,61761,21509.25
162452018,2017,9.33,6.92,18818.61,13957.64,4860.97
911932885,61,668.27,502.54,40764.47,30654.94,10109.53
392231929,8999,668.27,502.54,6013761.73,4522357.46,1491404.27
583085477,6805,152.58,97.44,1038306.9,663079.2,375227.7
834542357,8484,47.45,31.79,402565.8,269706.36,132859.44
116963899,1072,421.89,364.69,452266.08,390947.68,61318.4
171023929,8636,9.33,6.92,80573.88,59761.12,20812.76
557708775,7275,421.89,364.69,3069249.75,2653119.75,416130
908317267,119,109.28,35.84,13004.32,4264.96,8739.36
474460732,2329,9.33,6.92,21729.57,16116.68,5612.89
378062999,6098,437.2,263.33,2666045.6,1605786.34,1060259.26
461360394,5648,109.28,35.84,617213.44,202424.32,414789.12
636901748,2235,205.7,117.11,459739.5,261740.85,197998.65
437548387,9146,255.28,159.42,2334790.88,1458055.32,876735.56
366474139,6697,81.73,56.67,547345.81,379518.99,167826.82
547165334,7236,81.73,56.67,591398.28,410064.12,181334.16
273420798,145,47.45,31.79,6880.25,4609.55,2270.7
259351861,6834,255.28,159.42,1744583.52,1089476.28,655107.24
389382350,5745,109.28,35.84,627813.6,205900.8,421912.8
168248593,7352,651.21,524.96,4787695.92,3859505.92,928190
970999419,9161,81.73,56.67,748728.53,519153.87,229574.66
192996156,706,81.73,56.67,57701.38,40009.02,17692.36
699912631,8556,109.28,35.84,934999.68,306647.04,628352.64
477735173,1309,9.33,6.92,12212.97,9058.28,3154.69
282762610,4595,154.06,90.93,707905.7,417823.35,290082.35
491606271,6075,152.58,97.44,926923.5,591948,334975.5
651189982,442,255.28,159.42,112833.76,70463.64,42370.12
828750073,4418,421.89,364.69,1863910.02,1611200.42,252709.6
261835372,1760,154.06,90.93,271145.6,160036.8,111108.8
508307206,8253,205.7,117.11,1697642.1,966508.83,731133.27
496339404,6714,81.73,56.67,548735.22,380482.38,168252.84
574418294,1993,9.33,6.92,18594.69,13791.56,4803.13
261342704,5969,152.58,97.44,910750.02,581619.36,329130.66
496223962,2552,421.89,364.69,1076663.28,930688.88,145974.4
488485896,2687,109.28,35.84,293635.36,96302.08,197333.28
867864835,9345,152.58,97.44,1425860.1,910576.8,515283.3
534409606,2533,255.28,159.42,646624.24,403810.86,242813.38
708481538,4286,9.33,6.92,39988.38,29659.12,10329.26
880754458,3671,109.28,35.84,401166.88,131568.64,269598.24
162214696,1788,154.06,90.93,275459.28,162582.84,112876.44
434161078,6766,205.7,117.11,1391766.2,792366.26,599399.94
498204934,8766,81.73,56.67,716445.18,496769.22,219675.96
126270091,4981,109.28,35.84,544323.68,178519.04,365804.64
510592877,4634,205.7,117.11,953213.8,542687.74,410526.06
213722121,3980,154.06,90.93,613158.8,361901.4,251257.4
118519151,1305,109.28,35.84,142610.4,46771.2,95839.2
278157794,1927,255.28,159.42,491924.56,307202.34,184722.22
366124379,3195,9.33,6.92,29809.35,22109.4,7699.95
126217734,9487,47.45,31.79,450158.15,301591.73,148566.42
722549188,7216,255.28,159.42,1842100.48,1150374.72,691725.76
689542567,9824,109.28,35.84,1073566.72,352092.16,721474.56
881934201,2784,205.7,117.11,572668.8,326034.24,246634.56
424772918,8601,205.7,117.11,1769225.7,1007263.11,761962.59
763420045,1811,651.21,524.96,1179341.31,950702.56,228638.75
713549411,3982,437.2,263.33,1740930.4,1048580.06,692350.34
511147344,8713,109.28,35.84,952156.64,312273.92,639882.72
462512671,6632,255.28,159.42,1693016.96,1057273.44,635743.52
494256722,403,651.21,524.96,262437.63,211558.88,50878.75
603303325,9715,651.21,524.96,6326505.15,5099986.4,1226518.75
406888806,6295,421.89,364.69,2655797.55,2295723.55,360074
492561995,8895,255.28,159.42,2270715.6,1418040.9,852674.7
168184220,8303,255.28,159.42,2119589.84,1323664.26,795925.58
611929309,2336,47.45,31.79,110843.2,74261.44,36581.76
822283589,842,81.73,56.67,68816.66,47716.14,21100.52
768045890,701,437.2,263.33,306477.2,184594.33,121882.87
938327538,825,81.73,56.67,67427.25,46752.75,20674.5
992552363,7156,668.27,502.54,4782140.12,3596176.24,1185963.88
210456693,7667,437.2,263.33,3352012.4,2018951.11,1333061.29
642089354,7363,152.58,97.44,1123446.54,717450.72,405995.82
357811677,3281,9.33,6.92,30611.73,22704.52,7907.21
198297488,9488,255.28,159.42,2422096.64,1512576.96,909519.68
624533116,2082,651.21,524.96,1355819.22,1092966.72,262852.5
367817389,4194,437.2,263.33,1833616.8,1104406.02,729210.78
479761636,984,9.33,6.92,9180.72,6809.28,2371.44
282289683,4645,205.7,117.11,955476.5,543975.95,411500.55
517637860,9401,109.28,35.84,1027341.28,336931.84,690409.44
198354995,6506,154.06,90.93,1002314.36,591590.58,410723.78
657302415,9246,152.58,97.44,1410754.68,900930.24,509824.44
597653949,7939,437.2,263.33,3470930.8,2090576.87,1380353.93
142895925,4934,437.2,263.33,2157144.8,1299270.22,857874.58
386827170,9611,668.27,502.54,6422742.97,4829911.94,1592831.03
243559014,3380,437.2,263.33,1477736,890055.4,587680.6
497515285,4683,421.89,364.69,1975710.87,1707843.27,267867.6
653432309,3996,255.28,159.42,1020098.88,637042.32,383056.56
286358916,8822,154.06,90.93,1359117.32,802184.46,556932.86
391656434,8697,81.73,56.67,710805.81,492858.99,217946.82
234998691,190,9.33,6.92,1772.7,1314.8,457.9
502372014,1898,421.89,364.69,800747.22,692181.62,108565.6
150075232,9451,421.89,364.69,3987282.39,3446685.19,540597.2
454719674,511,437.2,263.33,223409.2,134561.63,88847.57
963229167,9770,668.27,502.54,6528997.9,4909815.8,1619182.1
842840039,3952,152.58,97.44,602996.16,385082.88,217913.28
231101119,6812,651.21,524.96,4436042.52,3576027.52,860015
685873734,4135,9.33,6.92,38579.55,28614.2,9965.35
235331714,8739,255.28,159.42,2230891.92,1393171.38,837720.54
127961385,5472,437.2,263.33,2392358.4,1440941.76,951416.64
782561576,6215,154.06,90.93,957482.9,565129.95,392352.95
438243615,4879,47.45,31.79,231508.55,155103.41,76405.14
104431331,2406,154.06,90.93,370668.36,218777.58,151890.78
410861051,1770,109.28,35.84,193425.6,63436.8,129988.8
257581603,2975,421.89,364.69,1255122.75,1084952.75,170170
864954316,8058,421.89,364.69,3399589.62,2938672.02,460917.6
823653018,6086,255.28,159.42,1553634.08,970230.12,583403.96
144664037,8158,152.58,97.44,1244747.64,794915.52,449832.12
709286201,2403,255.28,159.42,613437.84,383086.26,230351.58
419130837,8984,437.2,263.33,3927804.8,2365756.72,1562048.08
846121776,5091,9.33,6.92,47499.03,35229.72,12269.31
482495343,9949,668.27,502.54,6648618.23,4999770.46,1648847.77
590800368,9813,437.2,263.33,4290243.6,2584057.29,1706186.31
253898179,2968,437.2,263.33,1297609.6,781563.44,516046.16
424962604,4733,437.2,263.33,2069267.6,1246340.89,822926.71
777479970,2455,651.21,524.96,1598720.55,1288776.8,309943.75
155249106,515,9.33,6.92,4804.95,3563.8,1241.15
622381341,5324,109.28,35.84,581806.72,190812.16,390994.56
713300502,324,205.7,117.11,66646.8,37943.64,28703.16
382742917,989,154.06,90.93,152365.34,89929.77,62435.57
555757415,9824,154.06,90.93,1513485.44,893296.32,620189.12
877705323,1365,255.28,159.42,348457.2,217608.3,130848.9
164260470,7178,9.33,6.92,66970.74,49671.76,17298.98
451409184,864,81.73,56.67,70614.72,48962.88,21651.84
245450294,3051,109.28,35.84,333413.28,109347.84,224065.44
372995126,6401,9.33,6.92,59721.33,44294.92,15426.41
830967509,607,109.28,35.84,66332.96,21754.88,44578.08
336603772,7391,651.21,524.96,4813093.11,3879979.36,933113.75
377452743,5509,668.27,502.54,3681499.43,2768492.86,913006.57
261375749,5747,109.28,35.84,628032.16,205972.48,422059.68
266546618,5923,152.58,97.44,903731.34,577137.12,326594.22
291451680,5884,255.28,159.42,1502067.52,938027.28,564040.24
304889762,2511,154.06,90.93,386844.66,228325.23,158519.43
795972192,4715,81.73,56.67,385356.95,267199.05,118157.9
524122798,8438,152.58,97.44,1287470.04,822198.72,465271.32
569077908,1654,668.27,502.54,1105318.58,831201.16,274117.42
280886352,9368,47.45,31.79,444511.6,297808.72,146702.88
429909455,8616,205.7,117.11,1772311.2,1009019.76,763291.44
956821048,3466,152.58,97.44,528842.28,337727.04,191115.24
522607457,15,81.73,56.67,1225.95,850.05,375.9
558567512,1394,668.27,502.54,931568.38,700540.76,231027.62
316312539,2764,651.21,524.96,1799944.44,1450989.44,348955
917766368,6318,437.2,263.33,2762229.6,1663718.94,1098510.66
405165326,6279,47.45,31.79,297938.55,199609.41,98329.14
491058242,3901,152.58,97.44,595214.58,380113.44,215101.14
708306443,2472,152.58,97.44,377177.76,240871.68,136306.08
660083758,2307,255.28,159.42,588930.96,367781.94,221149.02
469876515,5757,47.45,31.79,273169.65,183015.03,90154.62
331483542,2201,81.73,56.67,179887.73,124730.67,55157.06
959016168,3050,81.73,56.67,249276.5,172843.5,76433
436898219,6747,421.89,364.69,2846491.83,2460563.43,385928.4
969866025,3764,152.58,97.44,574311.12,366764.16,207546.96
332968413,1608,437.2,263.33,703017.6,423434.64,279582.96
421566712,9813,109.28,35.84,1072364.64,351697.92,720666.72
501334750,4948,255.28,159.42,1263125.44,788810.16,474315.28
358258855,5611,47.45,31.79,266241.95,178373.69,87868.26
748637855,7432,152.58,97.44,1133974.56,724174.08,409800.48
249083077,8073,668.27,502.54,5394943.71,4057005.42,1337938.29
206518352,2224,81.73,56.67,181767.52,126034.08,55733.44
688180005,6611,9.33,6.92,61680.63,45748.12,15932.51
931616866,4988,109.28,35.84,545088.64,178769.92,366318.72
694690263,3141,81.73,56.67,256713.93,178000.47,78713.46
705574023,3888,81.73,56.67,317766.24,220332.96,97433.28
412754476,2076,437.2,263.33,907627.2,546673.08,360954.12
235030448,9587,205.7,117.11,1972045.9,1122733.57,849312.33
211513268,331,81.73,56.67,27052.63,18757.77,8294.86
451626765,5251,437.2,263.33,2295737.2,1382745.83,912991.37
685107266,7320,47.45,31.79,347334,232702.8,114631.2
712003600,6542,437.2,263.33,2860162.4,1722704.86,1137457.54
852677094,4955,255.28,159.42,1264912.4,789926.1,474986.3
597801578,1626,421.89,364.69,685993.14,592985.94,93007.2
858363378,7653,81.73,56.67,625479.69,433695.51,191784.18
815661323,1166,437.2,263.33,509775.2,307042.78,202732.42
171306741,2326,255.28,159.42,593781.28,370810.92,222970.36
497223460,8326,47.45,31.79,395068.7,264683.54,130385.16
285647809,8389,651.21,524.96,5463000.69,4403889.44,1059111.25
799128615,8771,154.06,90.93,1351260.26,797547.03,553713.23
220527207,7756,152.58,97.44,1183410.48,755744.64,427665.84
403017413,663,81.73,56.67,54186.99,37572.21,16614.78
120085561,4841,109.28,35.84,529024.48,173501.44,355523.04
915530478,4669,109.28,35.84,510228.32,167336.96,342891.36
353463494,6558,668.27,502.54,4382514.66,3295657.32,1086857.34
568308436,3950,668.27,502.54,2639666.5,1985033,654633.5
614801633,2320,109.28,35.84,253529.6,83148.8,170380.8
517991912,4173,152.58,97.44,636716.34,406617.12,230099.22
823240602,4043,152.58,97.44,616880.94,393949.92,222931.02
346221530,3499,421.89,364.69,1476193.11,1276050.31,200142.8
222921025,6140,81.73,56.67,501822.2,347953.8,153868.4
759637916,2595,668.27,502.54,1734160.65,1304091.3,430069.35
982983529,5525,651.21,524.96,3597935.25,2900404,697531.25
889881694,4623,9.33,6.92,43132.59,31991.16,11141.43
997568738,1613,651.21,524.96,1050401.73,846760.48,203641.25
993593490,5248,81.73,56.67,428919.04,297404.16,131514.88
185817277,6316,668.27,502.54,4220793.32,3174042.64,1046750.68
652413928,2634,205.7,117.11,541813.8,308467.74,233346.06
491869771,4051,668.27,502.54,2707161.77,2035789.54,671372.23
572983634,7445,668.27,502.54,4975270.15,3741410.3,1233859.85
484866845,1729,152.58,97.44,263810.82,168473.76,95337.06
786943233,2845,9.33,6.92,26543.85,19687.4,6856.45
758949124,8766,651.21,524.96,5708506.86,4601799.36,1106707.5
650933349,4498,9.33,6.92,41966.34,31126.16,10840.18
333257234,7076,437.2,263.33,3093627.2,1863323.08,1230304.12
646594607,568,47.45,31.79,26951.6,18056.72,8894.88
251931798,1072,152.58,97.44,163565.76,104455.68,59110.08
580567634,1719,651.21,524.96,1119429.99,902406.24,217023.75
884113442,7669,152.58,97.44,1170136.02,747267.36,422868.66
484493052,1116,651.21,524.96,726750.36,585855.36,140895
123942792,6281,9.33,6.92,58601.73,43464.52,15137.21
615011489,4421,421.89,364.69,1865175.69,1612294.49,252881.2
590560472,8822,205.7,117.11,1814685.4,1033144.42,781540.98
553763568,9800,255.28,159.42,2501744,1562316,939428
628107106,9706,47.45,31.79,460549.7,308553.74,151995.96
107389914,7917,109.28,35.84,865169.76,283745.28,581424.48
605723321,5846,205.7,117.11,1202522.2,684625.06,517897.14
207531154,1935,668.27,502.54,1293102.45,972414.9,320687.55
217549741,6658,47.45,31.79,315922.1,211657.82,104264.28
210827910,7519,9.33,6.92,70152.27,52031.48,18120.79
282726991,4054,437.2,263.33,1772408.8,1067539.82,704868.98
598920810,2832,152.58,97.44,432106.56,275950.08,156156.48
945395696,2450,421.89,364.69,1033630.5,893490.5,140140
278450477,8539,154.06,90.93,1315518.34,776451.27,539067.07
774696481,8759,651.21,524.96,5703948.39,4598124.64,1105823.75
181057536,7803,668.27,502.54,5214510.81,3921319.62,1293191.19
364769971,2395,47.45,31.79,113642.75,76137.05,37505.7
563382613,6290,437.2,263.33,2749988,1656345.7,1093642.3
534756791,5273,205.7,117.11,1084656.1,617521.03,467135.07
107066333,2162,154.06,90.93,333077.72,196590.66,136487.06
528797566,1806,651.21,524.96,1176085.26,948077.76,228007.5
418749320,6084,255.28,159.42,1553123.52,969911.28,583212.24
716032922,8908,651.21,524.96,5800978.68,4676343.68,1124635
630072200,1220,205.7,117.11,250954,142874.2,108079.8
790603482,5994,437.2,263.33,2620576.8,1578400.02,1042176.78
997675597,3235,205.7,117.11,665439.5,378850.85,286588.65
671649873,4978,668.27,502.54,3326648.06,2501644.12,825003.94
203200137,291,437.2,263.33,127225.2,76629.03,50596.17
503312718,273,651.21,524.96,177780.33,143314.08,34466.25
753286445,3054,421.89,364.69,1288452.06,1113763.26,174688.8
654732644,8794,255.28,159.42,2244932.32,1401939.48,842992.84
879575145,4686,109.28,35.84,512086.08,167946.24,344139.84
820050275,9955,651.21,524.96,6482795.55,5225976.8,1256818.75
838706862,853,81.73,56.67,69715.69,48339.51,21376.18
918406236,5669,668.27,502.54,3788422.63,2848899.26,939523.37
212322223,9719,437.2,263.33,4249146.8,2559304.27,1689842.53
193941152,351,154.06,90.93,54075.06,31916.43,22158.63
607061851,1947,421.89,364.69,821419.83,710051.43,111368.4
815795648,916,152.58,97.44,139763.28,89255.04,50508.24
254566371,701,421.89,364.69,295744.89,255647.69,40097.2
678110349,6776,154.06,90.93,1043910.56,616141.68,427768.88
311476409,1646,421.89,364.69,694430.94,600279.74,94151.2
600025880,9847,109.28,35.84,1076080.16,352916.48,723163.68
359432590,2945,255.28,159.42,751799.6,469491.9,282307.7
725682866,4541,109.28,35.84,496240.48,162749.44,333491.04
205075538,5264,152.58,97.44,803181.12,512924.16,290256.96
524221932,7774,668.27,502.54,5195130.98,3906745.96,1288385.02
780045878,1765,47.45,31.79,83749.25,56109.35,27639.9
589783704,8959,109.28,35.84,979039.52,321090.56,657948.96
540984237,8112,668.27,502.54,5421006.24,4076604.48,1344401.76
841508805,11,109.28,35.84,1202.08,394.24,807.84
869531238,2471,651.21,524.96,1609139.91,1297176.16,311963.75
523537862,5342,421.89,364.69,2253736.38,1948173.98,305562.4
672327506,5505,437.2,263.33,2406786,1449631.65,957154.35
905011498,1869,9.33,6.92,17437.77,12933.48,4504.29
881013667,377,109.28,35.84,41198.56,13511.68,27686.88
780070340,9003,154.06,90.93,1387002.18,818642.79,568359.39
852230346,2753,668.27,502.54,1839747.31,1383492.62,456254.69
967855012,8661,651.21,524.96,5640129.81,4546678.56,1093451.25
167618167,795,437.2,263.33,347574,209347.35,138226.65
712506139,5255,154.06,90.93,809585.3,477837.15,331748.15
433817756,5169,154.06,90.93,796336.14,470017.17,326318.97
383164346,5700,651.21,524.96,3711897,2992272,719625
782469737,9038,47.45,31.79,428853.1,287318.02,141535.08
573970258,9409,152.58,97.44,1435625.22,916812.96,518812.26
570214736,8067,651.21,524.96,5253311.07,4234852.32,1018458.75
304064500,8297,421.89,364.69,3500421.33,3025832.93,474588.4
278693377,418,205.7,117.11,85982.6,48951.98,37030.62
617587697,6779,255.28,159.42,1730543.12,1080708.18,649834.94
614546287,6758,205.7,117.11,1390120.6,791429.38,598691.22
983680474,1767,152.58,97.44,269608.86,172176.48,97432.38
709414088,248,255.28,159.42,63309.44,39536.16,23773.28
196483457,2676,205.7,117.11,550453.2,313386.36,237066.84
819937407,6555,81.73,56.67,535740.15,371471.85,164268.3
875137269,1420,668.27,502.54,948943.4,713606.8,235336.6
527756869,3840,47.45,31.79,182208,122073.6,60134.4
463782536,2414,9.33,6.92,22522.62,16704.88,5817.74
539513099,2770,205.7,117.11,569789,324394.7,245394.3
231559884,2570,9.33,6.92,23978.1,17784.4,6193.7
886846721,6507,47.45,31.79,308757.15,206857.53,101899.62
772609937,1304,152.58,97.44,198964.32,127061.76,71902.56
926398360,716,47.45,31.79,33974.2,22761.64,11212.56
206073319,529,109.28,35.84,57809.12,18959.36,38849.76
239808642,3561,9.33,6.92,33224.13,24642.12,8582.01
476090657,4660,152.58,97.44,711022.8,454070.4,256952.4
433718192,5706,437.2,263.33,2494663.2,1502560.98,992102.22
151802575,610,651.21,524.96,397238.1,320225.6,77012.5
639767634,315,9.33,6.92,2938.95,2179.8,759.15
727349698,7794,668.27,502.54,5208496.38,3916796.76,1291699.62
214597594,3052,205.7,117.11,627796.4,357419.72,270376.68
321872651,8125,421.89,364.69,3427856.25,2963106.25,464750
539848697,2081,255.28,159.42,531237.68,331753.02,199484.66
879512059,6018,421.89,364.69,2538934.02,2194704.42,344229.6
522161567,8066,255.28,159.42,2059088.48,1285881.72,773206.76
969408547,8386,437.2,263.33,3666359.2,2208285.38,1458073.82
193176829,4171,152.58,97.44,636411.18,406422.24,229988.94
285702741,4645,81.73,56.67,379635.85,263232.15,116403.7
709535109,6061,205.7,117.11,1246747.7,709803.71,536943.99
547535264,6707,668.27,502.54,4482086.89,3370535.78,1111551.11
752877032,1899,47.45,31.79,90107.55,60369.21,29738.34
999046742,8987,255.28,159.42,2294201.36,1432707.54,861493.82
129843223,2350,651.21,524.96,1530343.5,1233656,296687.5
209377801,8399,437.2,263.33,3672042.8,2211708.67,1460334.13
672074306,577,651.21,524.96,375748.17,302901.92,72846.25
572669064,4357,437.2,263.33,1904880.4,1147328.81,757551.59
836210906,2244,651.21,524.96,1461315.24,1178010.24,283305
208061158,8775,47.45,31.79,416373.75,278957.25,137416.5
203893649,5517,81.73,56.67,450904.41,312648.39,138256.02
159694707,6067,205.7,117.11,1247981.9,710506.37,537475.53
381763160,1057,437.2,263.33,462120.4,278339.81,183780.59
796710336,3148,437.2,263.33,1376305.6,828962.84,547342.76
501460063,2031,109.28,35.84,221947.68,72791.04,149156.64
913248670,9431,437.2,263.33,4123233.2,2483465.23,1639767.97
819624984,4101,47.45,31.79,194592.45,130370.79,64221.66
428450334,6830,205.7,117.11,1404931,799861.3,605069.7
917898547,5433,47.45,31.79,257795.85,172715.07,85080.78
386455953,9759,421.89,364.69,4117224.51,3559009.71,558214.8
602921378,6689,47.45,31.79,317393.05,212643.31,104749.74
256406152,5133,47.45,31.79,243560.85,163178.07,80382.78
806334102,1034,421.89,364.69,436234.26,377089.46,59144.8
632441556,2366,651.21,524.96,1540762.86,1242055.36,298707.5
884777343,4132,154.06,90.93,636575.92,375722.76,260853.16
533702790,3371,47.45,31.79,159953.95,107164.09,52789.86
419891726,4148,668.27,502.54,2771983.96,2084535.92,687448.04
104330480,2562,255.28,159.42,654027.36,408434.04,245593.32
118317878,1744,421.89,364.69,735776.16,636019.36,99756.8
613465249,6855,437.2,263.33,2997006,1805127.15,1191878.85
911696422,86,81.73,56.67,7028.78,4873.62,2155.16
855247724,5662,81.73,56.67,462755.26,320865.54,141889.72
